            items.push({
              id: filePath,
              title: item.name,
              article: content,
              search_type: 'markdown'
            });
          } catch (error) {
            console.error(	; parent = parent.parent; } // if (workspace.isCustom) { return await join(workspace.path, path); } else { return path; // AppData/article } } /** * fuzzy_search */ interface SearchItem { id?: string; desc?: string; title?: string; article?: string; url?: string; search_type?: string; score?: number; matches?: { key: string; indices: [number, number][]; value: string; }[]; } /** * fuzzy_search */ interface FuzzySearchResult { item: SearchItem; refindex: number; score: number; matches: { key: string; indices: [number, number][]; value: string; }[]; } /** * MarkdownFile ， */ async function collectMarkdownContents(scope: RetrievalScope = {}): Promise<SearchItem[]> { try { // File const fileTree = await getWorkspaceFiles(); const items: SearchItem[] = []; const resolvedScope = await resolveRetrievalScope(scope); // File async function processTree(tree: DirTree[]): Promise<void> { for (const item of tree) { if (item.isFile && item.name.endsWith('.md')) { // const filePath = await getFilePath(item); if (!isPathAllowedForRag(filePath, resolvedScope)) continue; try { // File let content = ''; const workspace = await getWorkspacePath(); if (workspace.isCustom) { content = await readTextFile(filePath); } else { const { path, baseDir } = await getFilePathOptions(filePath); content = await readTextFile(path, { baseDir }); } // items.push({ id: filePath, title: item.name, article: content, search_type: 'markdown' }); } catch (error) { console.error( — translated from Chinese
, error);
          }
        }
        
        // 递归处理子目录
        if (item.children && item.children.length > 0) {
          await processTree(item.children);
        }
      }
    }
    
    await processTree(fileTree);
    return items;
  } catch (error) {
    console.error('收集Markdown内容失败:', error);
    return [];
  }
}

/**
 * 检索结果类型定义
 */
interface SearchResult {
  stableId: string;
  filename: string;
  filepath: string;
  content: string;
  rawScore: number;      // 原始分数（未归一化）
  normalizedScore: number; // 归一化后的分数
  rank: number;
  queryWeight: number;
  keyword?: string;
  type: 'fuzzy' | 'vector' | 'bm25';
  matchedTypes?: Array<'fuzzy' | 'vector' | 'bm25'>;
}

function createChunkStableId(filename: string, chunkId: number): string {
  return createBM25ChunkKey(filename, chunkId);
}

async function resolveSnippetToChunk(
  filepath: string,
  snippet: string
): Promise<{ stableId: string; filename: string; content: string }> {
  const filename = getVectorDocumentKey(filepath);
  const chunks = await getVectorDocumentsByFilename(filename);
  if (chunks.length === 0) {
    return {
      stableId: 	error); } } // if (item.children && item.children.length > 0) { await processTree(item.children); } } } await processTree(fileTree); return items; } catch (error) { console.error(' Markdown Failed:', error); return []; } } /** * */ interface SearchResult { stableId: string; filename: string; filepath: string; content: string; rawScore: number; // （ ） normalizedScore: number; // rank: number; queryWeight: number; keyword?: string; type: 'fuzzy' | 'vector' | 'bm25'; matchedTypes?: Array<'fuzzy' | 'vector' | 'bm25'>; } function createChunkStableId(filename: string, chunkId: number): string { return createBM25ChunkKey(filename, chunkId); } async function resolveSnippetToChunk( filepath: string, snippet: string ): Promise<{ stableId: string; filename: string; content: string }> { const filename = getVectorDocumentKey(filepath); const chunks = await getVectorDocumentsByFilename(filename); if (chunks.length === 0) { return { stableId — translated from Chinese
,
      filename,
      content: snippet
    };
  }

  const bestChunk = chunks.reduce((best, current) =>
    calculateContentOverlap(current.content, snippet) > calculateContentOverlap(best.content, snippet)
      ? current
      : best
  );
  return {
    stableId: createChunkStableId(filename, bestChunk.chunk_id),
    filename,
    content: bestChunk.content
  };
}

function buildLexicalQueries(query: string, keywords: Keyword[]): Keyword[] {
  const queries = [{ text: query.trim(), weight: 1 }, ...keywords];
  const unique = new Map<string, Keyword>();
  for (const item of queries) {
    const key = item.text.trim().toLocaleLowerCase();
    if (!key || isStopWord(key)) continue;
    const previous = unique.get(key);
    if (!previous || item.weight > previous.weight) {
      unique.set(key, { text: item.text.trim(), weight: item.weight });
    }
  }
  return Array.from(unique.values());
}

/**
 * 关键词及其权重类型定义
 */
export interface Keyword {
  text: string;
  weight: number;
}

/**
 * RAG 来源详情类型定义
 */
export interface RagSource {
  filepath: string;  // 文件的相对路径
  filename: string;  // 文件名
  content: string;   // 引用的文本片段
}

export interface RagDiagnosticResult extends RagSource {
  rank: number;
  beforeRerankRank: number;
  fusedScore: number;
  finalScore: number;
  retrievers: Array<'fuzzy' | 'vector' | 'bm25'>;
}

export interface RagSearchResponse {
  context: string;
  sources: string[];
  sourceDetails: RagSource[];
  diagnostics: RagDiagnosticResult[];
}

/**
 * 根据完整查询和关键词数组获取相关上下文
 * @param query 用户的完整查询，用于保留语义意图的向量检索和统一重排
 * @param keywords 关键词数组，用于模糊搜索、BM25 和查询扩展
 * @returns 包含上下文文本和引用文件名的对象
 */
export async function getContextForQuery(
  query: string,
  keywords: Keyword[],
  scope: RetrievalScope = {}
): Promise<RagSearchResponse> {
  try {
    const store = await Store.load('store.json');
    const resultCount = await store.get<number>('ragResultCount') ?? 5;
    const similarityThreshold = await store.get<number>('ragSimilarityThreshold') ?? 0.25;
    const rerankThreshold = await store.get<number>('ragRerankThreshold') ?? 0.1;

    // 读取权重配置（新增配置项）
    const fuzzyWeight = await store.get<number>('ragFuzzyWeight') ?? 0.2;
    const vectorWeight = await store.get<number>('ragVectorWeight') ?? 0.7;
    const bm25Weight = await store.get<number>('ragBm25Weight') ?? 0.1;

    const baseWeights = {
      fuzzyWeight,
      vectorWeight,
      bm25Weight
    };
    const strategy = createRetrievalStrategy(query, baseWeights, rerankThreshold);
    const resolvedScope = await resolveRetrievalScope(scope, store);

    // 存储所有检索结果（使用新的 SearchResult 类型）
    const allResults: SearchResult[] = [];

    // 完整查询为空时无法执行语义检索
    if (!query.trim()) {
      return { context: '', sources: [], sourceDetails: [], diagnostics: [] };
    }

    // 读取查询扩展配置
    const enableQueryExpansion = await store.get<boolean>('ragEnableQueryExpansion') ?? true;
    const maxQueryVariations = await store.get<number>('ragMaxQueryVariations') ?? 3;

    // 应用查询转换（生成同义词变体）
    const expandedKeywords = normalizeKeywordWeights(
      transformQueries(keywords || [], enableQueryExpansion, maxQueryVariations)
    );

    // 将关键词按权重排序，优先考虑权重高的关键词
    const sortedKeywords = [...expandedKeywords].sort((a, b) => b.weight - a.weight);
    const lexicalQueries = buildLexicalQueries(query, sortedKeywords);
    const items = await collectMarkdownContents(resolvedScope);
    const allowedVectorKeys = new Set(items.map(item => getVectorDocumentKey(item.id || item.title || '')));

    // 1. 使用逐个关键词进行模糊搜索找到相关文件内容
    try {
      if (items.length > 0) {
        // 为每个关键词单独进行搜索
        for (const keyword of sortedKeywords) {
          // 跳过停用词的模糊搜索（这些词匹配太多低质量结果）
          if (isStopWord(keyword.text)) {
            continue;
          }

          // 对每个关键词调用Rust的fuzzy_search函数
          const fuzzyResults: FuzzySearchResult[] = await invoke('fuzzy_search', {
            items,
            query: keyword.text,  // 单独使用每个关键词
            keys: ['title', 'article'],
            threshold: strategy.fuzzyThreshold,
            includeScore: true,
            includeMatches: true
          });

          // 处理模糊搜索结果
          for (const [resultIndex, result] of fuzzyResults.entries()) {
            if (result.score > 0) {
              const item = result.item;
              // 提取匹配的文本片段作为上下文
              const articleMatches = result.matches.filter(m => m.key === 'article');
              if (articleMatches.length > 0) {
                // 使用匹配部分的上下文（周围大约500个字符）
                const match = articleMatches[0];
                const content = match.value;

                // 找到第一个匹配位置的索引
                let startIdx = 0;
                let endIdx = content.length;
                if (match.indices.length > 0) {
                  const firstMatch = match.indices[0];
                  startIdx = Math.max(0, firstMatch[0] - 250);
                  endIdx = Math.min(content.length, firstMatch[1] + 250);
                }

                const contextSnippet = content.substring(startIdx, endIdx);
                const filepath = item.id || item.title || '未命名文件';
                const resolvedChunk = await resolveSnippetToChunk(filepath, contextSnippet);

                allResults.push({
                  stableId: resolvedChunk.stableId,
                  filename: resolvedChunk.filename,
                  filepath: resolvedChunk.filename,
                  content: resolvedChunk.content,
                  rawScore: result.score,
                  normalizedScore: 0, // 稍后计算
                  rank: resultIndex + 1,
                  queryWeight: keyword.weight,
                  keyword: keyword.text,
                  type: 'fuzzy'
                });
              }
            }
          }
        }
      }
    } catch (error) {
      handleRAGError(error, '模糊搜索失败', false);
    }

    // 2. 使用完整问题进行一次向量搜索，保留查询的完整语义和关系
    try {
      const queryEmbedding = await getQueryEmbedding(query);

      if (queryEmbedding) {
        const vectorCandidateCount = Math.max(resultCount * strategy.vectorCandidateMultiplier, 20);
        const similarDocs = await getSimilarDocuments(
          queryEmbedding,
          vectorCandidateCount,
          similarityThreshold,
          allowedVectorKeys
        );

        for (const [docIndex, doc] of similarDocs.entries()) {
          allResults.push({
            stableId: createChunkStableId(doc.filename, doc.chunk_id),
            filename: doc.filename,
            filepath: doc.filename,
            content: doc.content,
            rawScore: doc.similarity || 0,
            normalizedScore: 0,
            rank: docIndex + 1,
            queryWeight: 1,
            type: 'vector'
          });
        }
      }
    } catch (error) {
      handleRAGError(error, '向量搜索失败', false);
    }

    // 3. 使用 BM25 搜索找到相关文档
    try {
      for (const lexicalQuery of lexicalQueries) {
        const bm25Results = await searchWithBM25(
          lexicalQuery.text,
          Math.max(resultCount * strategy.lexicalCandidateMultiplier, 20)
        );

        for (const [resultIndex, result] of bm25Results.entries()) {
          const chunkKey = parseBM25ChunkKey(result.id);
          if (!chunkKey || !allowedVectorKeys.has(chunkKey.filename)) continue;
          allResults.push({
            stableId: result.id,
            filename: chunkKey.filename,
            filepath: chunkKey.filename,
            content: result.content,
            rawScore: result.score,
            normalizedScore: 0,
            rank: resultIndex + 1,
            queryWeight: lexicalQuery.weight,
            keyword: lexicalQuery.text,
            type: 'bm25'
          });
        }
      }
    } catch (error) {
      handleRAGError(error, 'BM25 搜索失败', false);
    }

    // 如果没有找到任何相关上下文，返回空结果
    if (allResults.length === 0) {
      return { context: '', sources: [], sourceDetails: [], diagnostics: [] };
    }

    const windowSize = await store.get<number>('ragWindowSize') ?? 2;
    return await finalizeSearchResults(query, allResults, strategy, resultCount, windowSize);
  } catch (error) {
    handleRAGError(error, '获取查询上下文失败', false);
    return { context: '', sources: [], sourceDetails: [], diagnostics: [] };
  }
}

/**
 * 合并相同文档的不同检索结果
 * @param results 所有检索结果
 * @param weights 权重配置
 */
function mergeResultsByDocument(
  results: SearchResult[],
  weights: {
    fuzzyWeight: number;
    vectorWeight: number;
    bm25Weight: number;
  }
): SearchResult[] {
  const docGroups = new Map<string, SearchResult[]>();

  for (const result of results) {
    if (!docGroups.has(result.stableId)) {
      docGroups.set(result.stableId, []);
    }
    docGroups.get(result.stableId)!.push(result);
  }

  const mergedResults: SearchResult[] = [];
  const sanitizedWeights = {
    fuzzy: Math.max(0, weights.fuzzyWeight),
    vector: Math.max(0, weights.vectorWeight),
    bm25: Math.max(0, weights.bm25Weight)
  };
  const totalWeight = sanitizedWeights.fuzzy + sanitizedWeights.vector + sanitizedWeights.bm25;
  const weightByType = totalWeight > 0
    ? {
        fuzzy: sanitizedWeights.fuzzy / totalWeight,
        vector: sanitizedWeights.vector / totalWeight,
        bm25: sanitizedWeights.bm25 / totalWeight
      }
    : { fuzzy: 1 / 3, vector: 1 / 3, bm25: 1 / 3 };
  const maxRawScoreByType = new Map<SearchResult['type'], number>();
  const maxQueryWeightByType = new Map<SearchResult['type'], number>();
  for (const result of results) {
    maxRawScoreByType.set(
      result.type,
      Math.max(maxRawScoreByType.get(result.type) || 0, Math.max(0, result.rawScore))
    );
    maxQueryWeightByType.set(
      result.type,
      Math.max(maxQueryWeightByType.get(result.type) || 0, Math.max(0, result.queryWeight))
    );
  }
  const reciprocalRankConstant = 20;
  const rankBlend = 0.75;

  for (const group of docGroups.values()) {
    const bestContributionByType = new Map<SearchResult['type'], number>();
    for (const result of group) {
      const normalizedRank = (reciprocalRankConstant + 1)
        / (reciprocalRankConstant + Math.max(1, result.rank));
      const maxRawScore = maxRawScoreByType.get(result.type) || 0;
      const normalizedConfidence = maxRawScore > 0
        ? Math.min(1, Math.max(0, result.rawScore) / maxRawScore)
        : 0;
      const maxQueryWeight = maxQueryWeightByType.get(result.type) || 1;
      const normalizedQueryWeight = Math.min(1, Math.max(0, result.queryWeight) / maxQueryWeight);
      const contribution = weightByType[result.type]
        * (rankBlend * normalizedRank + (1 - rankBlend) * normalizedConfidence)
        * normalizedQueryWeight;
      bestContributionByType.set(
        result.type,
        Math.max(bestContributionByType.get(result.type) || 0, contribution)
      );
    }
    const hybridScore = Array.from(bestContributionByType.values())
      .reduce((total, contribution) => total + contribution, 0);
    const bestResult = group.find(result => result.type === 'vector') || group[0];
    const keywords = Array.from(new Set(group.flatMap(result => result.keyword ? [result.keyword] : [])));

    mergedResults.push({
      ...bestResult,
      rawScore: hybridScore,
      normalizedScore: hybridScore,
      keyword: keywords.join(', '),
      matchedTypes: Array.from(new Set(group.map(result => result.type)))
    });
  }

  return mergedResults;
}

/**
 * 计算两个文本的重叠度（基于字符级的最长公共子序列简化版本）
 */
function calculateContentOverlap(content1: string, content2: string): number {
  const normalized1 = content1.trim().toLowerCase();
  const normalized2 = content2.trim().toLowerCase();

  // 如果任一内容为空，返回 0
  if (!normalized1 || !normalized2) return 0;

  // 简化的重叠度计算：计算共同字符的比例
  const set1 = new Set(normalized1.split(''));
  const set2 = new Set(normalized2.split(''));

  const intersection = new Set([...set1].filter(char => set2.has(char)));
  const union = new Set([...set1, ...set2]);

  if (union.size === 0) return 0;

  // Jaccard 相似度
  return intersection.size / union.size;
}

/**
 * 合并候选、去除重叠片段，并使用完整问题统一重排。
 * 句子窗口在重排完成后扩展，避免较长的相邻内容干扰相关性判断。
 */
async function finalizeSearchResults(
  query: string,
  allResults: SearchResult[],
  strategy: RetrievalStrategy,
  resultCount: number,
  windowSize: number
): Promise<RagSearchResponse> {
  const mergedResults = mergeResultsByDocument(allResults, strategy.weights);
  const uniqueResults: SearchResult[] = [];
  const mergedIndices = new Set<number>();

  for (let i = 0; i < mergedResults.length; i++) {
    if (mergedIndices.has(i)) continue;

    const current = mergedResults[i];
    let bestResult = current;
    const mergedKeywords = new Set<string>();

    if (current.keyword) {
      mergedKeywords.add(current.keyword);
    }

    for (let j = i + 1; j < mergedResults.length; j++) {
      if (mergedIndices.has(j)) continue;

      const other = mergedResults[j];
      if (other.filename !== current.filename) continue;

      if (calculateContentOverlap(current.content, other.content) > 0.7) {
        mergedIndices.add(j);
        if (other.normalizedScore > bestResult.normalizedScore) {
          bestResult = other;
        }
        if (other.keyword) {
          mergedKeywords.add(other.keyword);
        }
      }
    }

    uniqueResults.push({
      ...bestResult,
      keyword: Array.from(mergedKeywords).join(', ')
    });
  }

  uniqueResults.sort((a, b) => b.normalizedScore - a.normalizedScore);

  // 每种检索器都保留一组候选，避免向量权重较高时挤掉精确编号等词法命中。
  const rerankCandidateCount = Math.max(
    resultCount * Math.max(strategy.vectorCandidateMultiplier, strategy.lexicalCandidateMultiplier),
    20
  );
  const perRetrieverCandidateCount = Math.max(resultCount, 5);
  const uniqueResultById = new Map(uniqueResults.map(result => [result.stableId, result]));
  const selectedCandidateIds = new Set<string>();

  for (const type of ['vector', 'bm25', 'fuzzy'] as const) {
    const typeResults = allResults
      .filter(result => result.type === type)
      .sort((a, b) => a.rank - b.rank);
    const selectedForType = new Set<string>();
    for (const result of typeResults) {
      if (!uniqueResultById.has(result.stableId) || selectedForType.has(result.stableId)) continue;
      selectedForType.add(result.stableId);
      selectedCandidateIds.add(result.stableId);
      if (selectedForType.size >= perRetrieverCandidateCount) break;
    }
  }

  for (const result of uniqueResults) {
    if (selectedCandidateIds.size >= rerankCandidateCount) break;
    selectedCandidateIds.add(result.stableId);
  }

  // 即使 rerank 不可用或请求失败，也保持融合分数顺序，不退化为检索器插入顺序。
  const rerankCandidates = uniqueResults
    .filter(result => selectedCandidateIds.has(result.stableId))
    .slice(0, rerankCandidateCount);
  const fusedRankById = new Map(rerankCandidates.map((result, index) => [result.stableId, index + 1]));
  const fusedScoreById = new Map(rerankCandidates.map(result => [result.stableId, result.normalizedScore]));
  const rerankDocumentsInput = rerankCandidates.map((result, index) => ({
    id: index,
    filename: result.filename,
    content: result.content,
    similarity: result.normalizedScore
  }));
  const rerankedDocuments = await rerankDocuments(
    query,
    rerankDocumentsInput,
    strategy.rerankThreshold
  );
  let finalResults = rerankedDocuments.slice(0, resultCount).map(document => ({
    ...rerankCandidates[document.id],
    rawScore: document.similarity,
    normalizedScore: document.similarity
  }));

  // 仅对最终命中的向量块扩展相邻窗口，避免窗口文本影响候选融合和重排。
  const chunkResults = finalResults.flatMap((result, index) => parseBM25ChunkKey(result.stableId)
    ? [{
        id: index,
        filename: result.filename,
        content: result.content,
        similarity: result.normalizedScore
      }]
    : []
  );

  if (chunkResults.length > 0 && windowSize > 0) {
    const expandedVectorResults = await expandWithSentenceWindow(chunkResults, windowSize);
    const expandedContentByIndex = new Map(
      expandedVectorResults.map(result => [result.id, result.content])
    );

    finalResults = finalResults.map((result, index) => ({
      ...result,
      content: expandedContentByIndex.get(index) ?? result.content
    }));
  }

  const sources = Array.from(new Set(finalResults.map(result => getRagDisplayFilename(result.filepath))));
  const sourceDetailsMap = new Map<string, RagSource>();

  for (const result of finalResults) {
    if (!sourceDetailsMap.has(result.filepath)) {
      sourceDetailsMap.set(result.filepath, {
        filepath: result.filepath,
        filename: getRagDisplayFilename(result.filepath),
        content: result.content
      });
    }
  }

  const sourceDetails = Array.from(sourceDetailsMap.values());
  const diagnostics = finalResults.map((result, index): RagDiagnosticResult => ({
    rank: index + 1,
    beforeRerankRank: fusedRankById.get(result.stableId) || index + 1,
    fusedScore: fusedScoreById.get(result.stableId) || result.normalizedScore,
    finalScore: result.normalizedScore,
    retrievers: result.matchedTypes || [result.type],
    filepath: result.filepath,
    filename: getRagDisplayFilename(result.filepath),
    content: result.content
  }));
